id,label,type,Codigo,Provincia,Canton,Parroquia,Distrito,Area,Jefatura,Unidad_operativa,Tipo_atencion,Zona_administrativa,Poblacion_2009,Tipo_via,Direccion_unidad_operativa,Telefono,Tipologia,Nivel,Atencion,Dotacion_camas,Geolatlon,Lat,Lon,Easting,Northing,Cobertura,No_licencia,U_o_tambien_conocida_como,Licencia_cond,Poblacion_2010,Licencia,Distancia_mint_Jefatura,Distancia_km_jefatura,Direccion_alternativa/0,Referencia_unidad_operativa
74-010801051,74-010801051,Item,10801051,ESMERALDAS,ESMERALDAS,ESMERALDAS,08D01,2,Centro de Salud No. 2,Centro de Salud No. 2,AMBULATORIO,1,19593,1er. ORDEN,MALECON y 9 DE OCTUBRE,"062 723 164,,,,,,,,,,,,,,,,,,,,,,,,,
062 722 125",CS,,,"0.97047,-79.64888",0.97047,-79.64888,65033842638,1010729622381,CANTONAL,64.8,,,19907,,,,,DETRÁS DE LA PREFECTURA,
75-010801053,75-010801053,Item,10801053,ESMERALDAS,ESMERALDAS,ESMERALDAS,08D01,2,Por determinar,Unidad de Salud Mental,AMBULATORIO,1,Desconocido,1er. ORDEN,AV. LIBERTAD Y ESPEJO,062 716 103,CS,1ER NIVEL,,,"0.97371,-79.65069",0.97371,-79.65069,65013684797,1010765436172,CANTONAL,,,,,,0.5,5,,A MEDIA CUADRA / PLAZA CIVICA
76-010801250,76-010801250,Item,10801250,ESMERALDAS,ESMERALDAS,5 DE AGOSTO,08D01,1,Centro  Salud Nº 1,La Propicia II,AMBULATORIO,1,7827,1er. ORDEN,S/N BARRIO LA PROPICIA,,CSU,1ER NIVEL,,,"0.92905,-79.65779",0.92905,-79.65779,64934861069,1010271639759,CANTONAL,,,82.9,7950,,4.5,10,,JUNTO A SOLCA
77-010801251,77-010801251,Item,10801251,ESMERALDAS,ESMERALDAS,5 DE AGOSTO,08D01,1,Centro  Salud Nº 1,Unidos Somos Más,AMBULATORIO,1,9429,1er. ORDEN,S/N BARRIO CODESA,062 702 977,CSU,1ER NIVEL,,,"0.93341,-79.66662",0.93341,-79.66662,6483657292,101031980691,CANTONAL,69.9,,,9577,,4.5,10,,FRENTE A LA IGLESIA
78-010801252,78-010801252,Item,10801252,ESMERALDAS,ESMERALDAS,5 DE AGOSTO,08D01,1,Centro  Salud Nº 1,La Tolita,AMBULATORIO,1,10365,1er. ORDEN,S/N BARRIO TOLITA 2,,CSU,1ER NIVEL,,,"0.92319,-79.67899",0.92319,-79.67899,64698948986,1010206762731,CANTONAL,76.1,,,10528,,7,12,,"SE ENTRA 1 CUADRA POR EL,,,,
PUENTE PEATONAL"
79-010801268,79-010801268,Item,10801268,ESMERALDAS,ESMERALDAS,ESMERALDAS,08D01,1,Por determinar,Fundación Amiga,AMBULATORIO,1,Desconocido,1er. ORDEN,Km 7 1/2 Vía Esmeraldas - Atacames,,CSU,1ER NIVEL,,,"0.90357,-79.70384",0.90357,-79.70384,64422472018,1009989744592,CANTONAL,66.9,,,,,9,17,,
80-010801259,80-010801259,Item,10801259,ESMERALDAS,ESMERALDAS,BARTOLOME  RUIZ,08D01,2,Centro de Salud No. 2,San José Cottolengo (Bellavista),AMBULATORIO,1,8388,1er. ORDEN,,062 727 623,CSU,1ER NIVEL,,,"0.97834,-79.65309",0.97834,-79.65309,64986954696,1010816615281,CANTONAL,,,,8523,92.94,1.2,10,BARRIO BELLAVISTA NORTE,
81-010801260,81-010801260,Item,10801260,ESMERALDAS,ESMERALDAS,BARTOLOME  RUIZ,08D01,2,Centro de Salud No. 2,El Arenal,AMBULATORIO,1,7535,1er. ORDEN,MALECON,,CSU,1ER NIVEL,,,"0.98189,-79.65392",0.98189,-79.65392,6497770187,1010855860754,CANTONAL,71.6,,,7656,,1.5,10,,VIA AL PUERTO MARITIMO
82-010801261,82-010801261,Item,10801261,ESMERALDAS,ESMERALDAS,5 DE AGOSTO,08D01,2,Centro de Salud No. 2,San Vicente de Paúl (20 de noviembre),AMBULATORIO,1,12645,1er. ORDEN,,062 711 358,CSU,1ER NIVEL,,,"0.95217,-79.65719",0.95217,-79.65719,64941440177,1010527259088,CANTONAL,,SAN VICENTE DE PAUL (20 NVBRE),,12848,93.21,1.5,10,S/N BARRIO MEXICO,
83-010801262,83-010801262,Item,10801262,ESMERALDAS,ESMERALDAS,LUIS TELLO,08D01,2,Centro de Salud No. 2,Hermanos Cavanis,AMBULATORIO,1,9873,1er. ORDEN,LUIS TELLO Y AVENIDA SEGUNDA,062 714 001,CSU,1ER NIVEL,,,"0.98849,-79.65747",0.98849,-79.65747,64938164675,1010928815067,CANTONAL,79.2,HERMANOS CAVANNIS,,10031,,2,10,,A 1 CUADRA DE LA IGLESIA
84-010801263,84-010801263,Item,10801263,ESMERALDAS,ESMERALDAS,LUIS TELLO,08D01,2,Centro de Salud No. 2,San Pablo,AMBULATORIO,1,7291,1er. ORDEN,,062 721 850,CSU,1ER NIVEL,,,"0.98624,-79.65969",0.98624,-79.65969,64913468502,1010903928904,CANTONAL,68.3,,,7408,,2,10,S/N BARRIO EL EMBUDO,
85-010801264,85-010801264,Item,10801264,ESMERALDAS,ESMERALDAS,ESMERALDAS,08D01,2,Centro de Salud No. 2,Los Almendros,AMBULATORIO,1,9892,1er. ORDEN,,062 722 136,CSU,1ER NIVEL,,,"0.9631,-79.65988",0.9631,-79.65988,64911455814,1010648090375,CANTONAL,73.7,,,10051,,1,8,BARRIO SAN MARTIN DE PORRE,JUNTO A LA CANCHA DE BASQUET
86-010801265,86-010801265,Item,10801265,ESMERALDAS,ESMERALDAS,ESMERALDAS,08D01,2,Centro de Salud No. 2,Isla Piedad,AMBULATORIO,1,853,1er. ORDEN,,,CSU,1ER NIVEL,,,"0.9660723,-79.6491641",0.9660723,-79.6491641,650307,1010681000001,CANTONAL,,,,8666,,0.4,3,BARRIO ISLA PIEDAD,
87-010801266,87-010801266,Item,10801266,ESMERALDAS,ESMERALDAS,ESMERALDAS,08D01,2,Centro de Salud No. 2,Santas Vainas,AMBULATORIO,1,6895,1er. ORDEN,,,CSU,1ER NIVEL,,,"0.9657,-79.66187",0.9657,-79.66187,64889297816,1010676827454,CANTONAL,72.4,,,7005,,1,8,S/N BARRIO SANTAS VAINAS,
88-010801253,88-010801253,Item,10801253,ESMERALDAS,ESMERALDAS,CHINCA,08D01,1,Centro  Salud Nº 1,Chaflu,AMBULATORIO,1,5435,1er. ORDEN,S/N,,CSR,1ER NIVEL,,,"0.74371,-79.58058",0.74371,-79.58058,65794895201,1008222774565,CANTONAL,,,83.9,5520,,40,50,,1 CUADRA  A LA DERECHA DE LA VIA PRINCIPAL
89-010801254,89-010801254,Item,10801254,ESMERALDAS,ESMERALDAS,SAN MATEO,08D01,1,Centro  Salud Nº 1,San Mateo,AMBULATORIO,1,4938,1er. ORDEN,S/N,,CSR,1ER NIVEL,,,"0.89483,-79.62822",0.89483,-79.62822,65264095238,1009893422272,CANTONAL,,,85.6,5015,,18,30,,CALLE QUE BAJA AL MALECON
90-010801255,90-010801255,Item,10801255,ESMERALDAS,ESMERALDAS,TABIAZO,08D01,1,Centro  Salud Nº 1,Tabiazo,AMBULATORIO,1,3178,1er. ORDEN,S/N,,CSR,1ER NIVEL,,,"0.82497,-79.70121",0.82497,-79.70121,64452038449,1009120762241,CANTONAL,,,82.6,3228,,20,35,,"Calle principal  a la derecha,2,,,
cuadras antes del puente"
91-010801256,91-010801256,Item,10801256,ESMERALDAS,ESMERALDAS,TACHINA,08D01,1,Centro  Salud Nº 1,Tachina,AMBULATORIO,1,3672,1er. ORDEN,CALLE PRINCIPAL s/n,,CSR,1ER NIVEL,,,"0.96481,-79.62399",0.96481,-79.62399,6531087087,1010667155715,CANTONAL,,,,3730,91.9,27,45,,"AL LADO IZQUIERDO,,,,
DE LA VÍA AL TIGRE"
92-010801257,92-010801257,Item,10801257,ESMERALDAS,ESMERALDAS,VUELTA LARGA,08D01,1,Centro  Salud Nº 1,Vuelta Larga,AMBULATORIO,1,7506,1er. ORDEN,CALLE PRINCIPAL s/n,,CSR,1ER NIVEL,,,"0.89961,-79.69708",0.89961,-79.69708,64497719741,1009945990108,CANTONAL,70.8,,,7624,,12,20,,"Calle principal en la entrada a la,,,,
parroquia, al lado derecho"
93-010801258,93-010801258,Item,10801258,ESMERALDAS,ESMERALDAS,ESMERALDAS,08D01,1,Centro  Salud Nº 1,San Rafael,AMBULATORIO,1,12188,1er. ORDEN,S/N BARRIO SAN RAFAEL,,CSR,1ER NIVEL,,,"0.91009,-79.68915",0.91009,-79.68915,64585931214,1010061888009,CANTONAL,75.6,,,12379,,8,15,,SE ENTRA POR ESTACIÓN DE BUSES
94-010801269,94-010801269,Item,10801269,ESMERALDAS,ESMERALDAS,CNEL CARLOS CONCHA TORRES,08D01,1,Por determinar,Carlos Concha,AMBULATORIO,1,Desconocido,1er. ORDEN,S/N,,CSR,1ER NIVEL,,,"0.71408,-79.68697",0.71408,-79.68697,64610896508,1007894820383,CANTONAL,,,83.49,2265,,43,60,,DIAGONAL AL PARQUE
95-010801270,95-010801270,Item,10801270,ESMERALDAS,ESMERALDAS,MAJUA,08D01,1,Por determinar,Majua,AMBULATORIO,1,Desconocido,1er. ORDEN,S/N,,CSR,1ER NIVEL,,,"0.70721,-79.52662",0.70721,-79.52662,66395608693,1007819401797,CANTONAL,,,81.6,2319,,43,60,,EN EL CENTRO DEL POBLADO
96-010801267,96-010801267,Item,10801267,ESMERALDAS,ESMERALDAS,CAMARONES,08D01,3,"Centro de Salud ""Rio Verde""",Camarones,AMBULATORIO,1,3034,1er. ORDEN,,,CSR,1ER NIVEL,,,"0.9966,-79.56068",0.9966,-79.56068,6601531628,101101893489,CANTONAL,76.81,,,3082,,24,45,,JUNTO A LA CASA DEL MAESTRO
97-010802010,97-010802010,Item,10802010,ESMERALDAS,ELOY ALFARO,BORBON,08D02,7,Borbon,Borbón,AMBULATORIO /HOSPITALI./EMERG.,1,7303,,,"062 786 404,,,,,,,,,,,,,,,,,,,,,,,,,
062 786 545",HB,,20,"1.088440,-78.9898600",1.08844,-78.98986,72368433281,1012038002781,CANTONAL,,CIVIL DE BORBON,,7418,,,,Humberto Obando y E. Alfaro,"CENTRO PUEBLO, JUNTO A COLISEO",
98-010802011,98-010802011,Item,10802011,ESMERALDAS,ELOY ALFARO,VALDEZ,08D02,7,Limones - 20 Camas,Limones,AMBULATORIO /HOSPTALI./EMERG.,1,7163,,"SUCRE Y 24 DE MAYO, ESQUINA","062 789 122,,,,,,,,,,,,,,,,,,,,,,,,
062 789 199",HB,,20,"1.251630,-78.9852600",1.25163,-78.98526,7241834587,1013842906675,CANTONAL,,CIVIL DE LIMONES,,7276,,,,,CENTRO DEL PUEBLO,
99-010802250,99-010802250,Item,10802250,ESMERALDAS,ELOY ALFARO,ATAHUALPA,08D02,7,Borbon,Atahualpa,AMBULATORIO,1,1532,FLUVIAL,S/N,,CSR,1ER NIVEL,,,"0.85773,-78.96057",0.85773,-78.96057,72696047188,1009486549399,CANTONAL,44.89,,,1556,,16,45,,CENTRO DEL PUEBLO
100-010802251,100-010802251,Item,10802251,ESMERALDAS,ELOY ALFARO,TELEMBI,08D02,7,Borbon,Zapallo Grande *,AMBULATORIO,1,7269,FLUVIAL,,,CSR,1ER NIVEL,,,"0.79783,-78.91533",0.79783,-78.91533,73200075721,1008824303261,CANTONAL,67.15,,,6513,,38,90,,"CENTRO DEL PUEBLO, JUNTO AL RIO"
101-010802252,101-010802252,Item,10802252,ESMERALDAS,ELOY ALFARO,MALDONADO,08D02,7,Borbon,Maldonado,AMBULATORIO,1,1717,1er. O + FLUVIAL,S/N,,CSR,1ER NIVEL,,,"1.07244,-78.90671",1.07244,-78.90671,73294237826,1011861665214,CANTONAL,79.07,,,1744,,15,20,,CENTRO DEL PUEBLO
102-010802253,102-010802253,Item,10802253,ESMERALDAS,ELOY ALFARO,SAN FRANCISCO DE ONZOLE,08D02,7,Borbon,San  Francisco de Onzole,AMBULATORIO,1,1667,FLUVIAL,S/N,,CSR,1ER NIVEL,,,"0.89005,-79.07606",0.89005,-79.07606,71410118529,100984332013,CANTONAL,40.66,,,1693,,25,60,,CENTRO DEL PUEBLO
103-010802256,103-010802256,Item,10802256,ESMERALDAS,ELOY ALFARO,TIMBIRE,08D02,7,Por determinar,Timbire,AMBULATORIO,1,Desconocido,,S/N,,CSR,1ER NIVEL,,,"0.9618,-78.86316",0.9618,-78.86316,73779898842,1010638235887,CANTONAL,62.92,,,871,,32,45,,CENTRO DEL PUEBLO
104-010802254,104-010802254,Item,10802254,ESMERALDAS,ELOY ALFARO,LA TOLA,08D02,7,Limones - 20 Camas,La Tola,AMBULATORIO,1,2608,2do. ORDEN,S/N,,CSR,1ER NIVEL,,,"1.21382,-79.04412",1.21382,-79.04412,71763448285,1013424249483,CANTONAL,76.47,,,2649,,30,60,S/N,"ENTRADA AL PUEBLO, ENTRADA PRINCIPAL  AL  LADO DERECHO"
105-010802255,105-010802255,Item,10802255,ESMERALDAS,ELOY ALFARO,VALDEZ (LIMONES),08D02,7,Limones - 20 Camas,Tolita Pampa de Oro,AMBULATORIO,1,2408,FLUVIAL,S/N,,CSR,1ER NIVEL,,,"1.19948,-79.00059",1.19948,-79.00059,72248127147,1013266006016,CANTONAL,53.48,,,2445,,37,50,,CENTRO DEL PUEBLO
106-010802257,106-010802257,Item,10802257,ESMERALDAS,ELOY ALFARO,LA TOLA,08D02,7,Por determinar,Las Peñas,AMBULATORIO,1,Desconocido,2do. ORDEN,S/N,,CSR,1ER NIVEL,,,"1.10056,-79.15827",1.10056,-79.15827,7049363911,1012170837839,CANTONAL,51.9,,,,,45,90,,CENTRO DEL PUEBLO  A 50 METROS DE LA PLAYA
107-010802450,107-010802450,Item,10802450,ESMERALDAS,ELOY ALFARO,ANCHAYACU,08D02,7,Borbon,Anchayacu,AMBULATORIO,1,2058,FLUVIAL,CALLE PRINCIPAL s/n,,PS,1ER NIVEL,,,"0.95951,-79.05394",0.95951,-79.05394,71655949268,1010611638891,CANTONAL,49.51,,,2090,,30,80,,CENTRO DEL PUEBLO
108-010802451,108-010802451,Item,10802451,ESMERALDAS,ELOY ALFARO,LUIS VARGAS TORRES,08D02,7,Borbon,Playa de Oro,AMBULATORIO,1,324,FLUVIAL,S/N,,PS,1ER NIVEL,,,"0.87542,-78.79466",0.87542,-78.79466,74543166475,1009683248137,CANTONAL,44.73,,,329,,48,150,,CENTRO DEL PUEBLO
109-010802452,109-010802452,Item,10802452,ESMERALDAS,ELOY ALFARO,SANTO DOMINGO DE ONZOLE,08D02,7,Borbon,Santo Domingo de Onzole,AMBULATORIO,1,1732,FLUVIAL,S/N,,PS,1ER NIVEL,,,"0.80229,-79.06783",0.80229,-79.06783,71502222587,1008872798928,CANTONAL,21.22,,,1759,,35,120,,CENTRO DEL PUEBLO
110-010802453,110-010802453,Item,10802453,ESMERALDAS,ELOY ALFARO,SELVA ALEGRE,08D02,7,Borbon,Selva Alegre,AMBULATORIO,1,104,FLUVIAL 2DO ORD,S/N,,PS,1ER NIVEL,,,"0.93587,-78.85721",0.93587,-78.85721,73846322364,1010351470446,CANTONAL,60.06,,,1056,,35,60,,CENTRO DEL PUEBLO
111-010802454,111-010802454,Item,10802454,ESMERALDAS,ELOY ALFARO,COLON ELOY,08D02,7,Borbon,Colón Eloy,AMBULATORIO,1,1491,1er. ORDEN,S/N,,PS,1ER NIVEL,,,"1.02306,-78.90608",1.02306,-78.90608,73301616788,1011315503912,CANTONAL,45.85,,,1514,,14,25,,CENTRO DEL PUEBLO
112-010802455,112-010802455,Item,10802455,ESMERALDAS,ELOY ALFARO,PAMPANAL DE BOLIVAR,08D02,7,Limones - 20 Camas,Pampanal de Bolívar,AMBULATORIO,1,1017,FLUVIAL,S/N,,PS,1ER NIVEL,,,"1.35604,-78.89183",1.35604,-78.89183,73457451269,1014998560743,CANTONAL,46.2,,,1033,,37,80,,CENTRO DEL PUEBLO
113-010803010,113-010803010,Item,10803010,ESMERALDAS,MUISNE,MUISNE,08D03,9,Dr. Carlos del Pozo,Dr. Carlos del Pozo Melgar,AMBULATORIO/HOSPITALIZ./EMERG.,1,10446,,"SACOTO BOWEN Y MANABI, ESQUINA",062 480 570/062 480 269,HB,2DO NIVEL,,20,"0.60948,-80.0198500",0.60948,-80.01985,60906537999,1006737580204,CANTONAL,,,,10609,,,,,FRENTE A ESCUELA V. ROCAFUERTE
114-010803253,114-010803253,Item,10803253,ESMERALDAS,MUISNE,BOLIVAR,08D03,9,Dr. Carlos del Pozo,Bolívar,AMBULATORIO,1,902,1er. ORDEN,S/N,,CSR,1ER NIVEL,,,"0.45149,-80.04018",0.45149,-80.04018,60680566989,100499102708,CANTONAL,,,,916,,40,60,,CENTRO DEL PUEBLO
115-010803254,115-010803254,Item,10803254,ESMERALDAS,MUISNE,SAN FRANCISCO,08D03,9,Dr. Carlos del Pozo,Cabo San Francisco,AMBULATORIO,1,3007,2do. ORDEN,S/N,,CSR,1ER NIVEL,,,"0.66001,-80.06305",0.66001,-80.06305,60425688245,1007296078824,CANTONAL,,,,3054,,5,25,,CENTRO DEL PUEBLO AL LADO /RIO
116-010803255,116-010803255,Item,10803255,ESMERALDAS,MUISNE,SAN GREGORIO,08D03,9,Dr. Carlos del Pozo,San Gregorio,AMBULATORIO,1,2455,2do. ORDEN,S/N,,CSR,1ER NIVEL,,,"0.53236,-79.96786",0.53236,-79.96786,61485266875,1005885140492,CANTONAL,,,,2494,,23,45,,"ENTRADA DEL PUEBLO,  LADO DERECHO"
117-010803256,117-010803256,Item,10803256,ESMERALDAS,MUISNE,SAN JOSE DE  CHAMANGA,08D03,9,Dr. Carlos del Pozo,Chamanga,AMBULATORIO,1,4221,1er. ORDEN,S/N,,CSR,1ER NIVEL,,,"0.27671,-79.95088",0.27671,-79.95088,61674600444,1003058993385,CANTONAL,,,,4287,,60,60,,"ENTRADA DEL PUEBLO, LADO IZQUIERDO"
118-010803257,118-010803257,Item,10803257,ESMERALDAS,MUISNE,SALIMA,08D03,9,Por determinar,Salima,AMBULATORIO,1,Desconocido,1er. ORDEN,S/N,,CSR,1ER NIVEL,,,"0.32863,-79.96194",0.32863,-79.96194,61551456267,1003632949545,CANTONAL,,,,,,55,50,,CENTRO DEL PUEBLO
119-010803258,119-010803258,Item,10803258,ESMERALDAS,MUISNE,DAULE,08D03,9,Por determinar,Daule,,1,Desconocido,2do. ORDEN,S/N,,CSR,1ER NIVEL,,,"0.40904,-80.01002",0.40904,-80.01002,61016271734,1004521801264,CANTONAL,,,,,,,,,CENTRO DEL PUEBLO
120-010803250,120-010803250,Item,10803250,ESMERALDAS,MUISNE,GALERA,08D03,9,"Centro de Salud ""Atacamez""",Galera,AMBULATORIO,1,106,2do. ORDEN,,,CSR,1ER NIVEL,,,"0.82007,-80.04475",0.82007,-80.04475,60628954903,100906551194,CANTONAL,76.4,,,1076,,18 KM,40 MIN,,"ENTRADA DEL PUEBLO, LADO IZQUIERDO"
121-010803251,121-010803251,Item,10803251,ESMERALDAS,MUISNE,GALERA,08D03,9,"Centro de Salud ""Atacamez""",Estero de Platano,AMBULATORIO,1,586,2do. ORDEN,S/N,,CSR,1ER NIVEL,,,"0.77979,-80.08645",0.77979,-80.08645,60165022537,1008620130764,CANTONAL,52.03,,,596,,38 KM,70 MIN,,CENTRO DEL PUEBLO
122-010803450,122-010803450,Item,10803450,ESMERALDAS,MUISNE,MUISNE,08D03,9,Dr. Carlos del Pozo,San Miguel de Bilsa,AMBULATORIO,1,1697,1er. ORDEN,S/N,,PS,1ER NIVEL,,,"0.62959,-79.90334",0.62959,-79.90334,62203098267,1006960147369,CANTONAL,,,,1724,,12,30,,CENTRO DEL PUEBLO
123-010803451,123-010803451,Item,10803451,ESMERALDAS,MUISNE,DAULE,08D03,9,Dr. Carlos del Pozo,Pedro Carbo,AMBULATORIO,1,2092,FLUVIAL,S/N,,PS,1ER NIVEL,,,"0.37235,-79.97441",0.37235,-79.97441,61412623074,1004116250695,CANTONAL,,,,2124,,13,60,,CENTRO DEL PUEBLO
124-010803452,124-010803452,Item,10803452,ESMERALDAS,MUISNE,SAN GREGORIO,08D03,9,Dr. Carlos del Pozo,San Salvador,AMBULATORIO,1,997,FLUVIAL,S/N,,PS,1ER NIVEL,,,"0.47853,-79.85732",0.47853,-79.85732,62715575488,1005290254623,CANTONAL,,,,1013,,35,180,,CENTRO DEL PUEBLO
125-010803453,125-010803453,Item,10803453,ESMERALDAS,MUISNE,SAN GREGORIO,08D03,9,Dr. Carlos del Pozo,Boca del Canuto,AMBULATORIO,1,953,FLUVIAL,S/N,,PS,1ER NIVEL,,,"0.57383,-79.89565",0.57383,-79.89565,62288804261,1006343733966,CANTONAL,,,,968,,21,60,,CENTRO DEL PUEBLO
126-010803454,126-010803454,Item,10803454,ESMERALDAS,MUISNE,BOLIVAR,08D03,9,Por determinar,Portete,AMBULATORIO,1,Desconocido,2do. ORDEN,S/N,,PS,1ER NIVEL,,,"0.4838,-80.04565",0.4838,-80.04565,60619644351,1005348191758,CANTONAL,,,,,,25,60,,CENTRO DEL PUEBLO
127-010806050,127-010806050,Item,10806050,ESMERALDAS,ATACAMES,ATACAMES,08D03,4,"Centro de Salud ""Atacamez""",Atacames - 24 Hs,AMBULATORIO,1,13247,,RAFAEL PALACIOS Y OLMEDO,"062 731 353,,,,,,,,,,,,,,,,,,,,,,,,,
062 731 484",CS,,,"0.87492,-79.8436700",0.87492,-79.84367,62866446627,1009672485063,CANTONAL,71.7,,,13455,,,,RAFAEL PALACIO Y OLMEDO,ENTRADA A  LA ALDEA S.O.S.,
128-010806010,128-010806010,Item,10806010,ESMERALDAS,ATACAMES,ATACAMES,08D03,4,Por determinar,Juan Carlos Guasti **,AMBULATORIO / HOSPITAL. /EMERG.,1,Desconocido,1er. ORDEN,VIA A TONSUPA,"062 731 560,,,,,,,,,,,,,,,,,,,,,,,,,
062 731 298",HB,,16,"0.87418,-79.8389500",0.87418,-79.83895,62918975666,1009664320352,CANTONAL,,,,,,1,5,VIA PRINCIPAL ATACAMES FRENTE DE LA GASOLINERA MOBIL,A 0.5 KM. VIA ATACAMES-TONSUPA,
129-010806250,129-010806250,Item,10806250,ESMERALDAS,ATACAMES,LA UNION,08D03,4,"Centro de Salud ""Atacamez""",Unión de Atacames,AMBULATORIO,1,2581,2do. ORDEN,,,CSR,1ER NIVEL,,,"0.81233,-79.86413",0.81233,-79.86413,62638960579,1008980469616,CANTONAL,77.22,,,2621,,8 KM,20 MIN,,"ENTRADA DEL PUEBLO, AL  LADO IZQUIERDO"
130-010806251,130-010806251,Item,10806251,ESMERALDAS,ATACAMES,SUA,08D03,4,"Centro de Salud ""Atacamez""",Súa,AMBULATORIO,1,3609,1er. ORDEN,,,CSR,1ER NIVEL,,,"0.86387,-79.86948",0.86387,-79.86948,62579258231,1009550237613,CANTONAL,76.73,,,3665,,5 KM,5 MIN,,"ENTRADA AL PUEBLO, LADO DERECHO"
131-010806252,131-010806252,Item,10806252,ESMERALDAS,AT ACAMES,TONCHIGUE,08D03,4,"Centro de Salud ""Atacamez""",Tonchigüe,AMBULATORIO,1,7783,1er. ORDEN,,,CSR,1ER NIVEL,,,"0.82979,-79.94462",0.82979,-79.94462,6174318199,1009173245561,CANTONAL,79.7,TONCHIGUE,,7905,,12 KM,15 MIN,,CENTRO DEL PUEBLO HACIA LA PLAYA
132-010806253,132-010806253,Item,10806253,ESMERALDAS,ATACAMES,TONSUPA,08D03,4,"Centro de Salud ""Atacamez""",San Carlos - Tonsupa,AMBULATORIO,1,8417,1er. ORDEN,,,CSR,1ER NIVEL,,,"0.88816,-79.82084",0.88816,-79.82084,63120464693,1009818937461,CANTONAL,70.11,,,8549,,5 KM,15 MIN,,SECTOR SAN CARLOS CERCA A LA PLAYA
133-010804010,133-010804010,Item,10804010,ESMERALDAS,QUININDE,ROSA ZARATE (QUININDE),08D04,5,Alberto Buffonny,Alberto Buffonny,AMBULATORIO/HOSPITALIZ./EMERG.,1,40508,,3 DE JULIO  Y VICTOR VILLEGAS,"062 736 195,,,,,,,,,,,,,,,,,,,,,,,,,
062 736 605",HB,,22,"0.33006,-79.4732600",0.33006,-79.47326,66990537912,1003649459372,CANTONAL,,PADRE ALBERTO BUFFONNY,,41132,,,,,VÍA QUININDÉ - ESMERALDAS,
134-010804250,134-010804250,Item,10804250,ESMERALDAS,QUININDE,ROSA ZARATE (QUININDE),08D04,5,Alberto Buffonny,Simon Bolívar (La Sexta),AMBULATORIO,1,3964,2do. ORDEN,S/N,,CSR,1ER NIVEL,,,"0.30555,-79.27236",0.30555,-79.27236,6922696941,1003378792094,CANTONAL,67.98,SIMON BOLIVAR LA SEXTA,,4025,,23,45,,CENTRO DEL PUEBLO
135-010804251,135-010804251,Item,10804251,ESMERALDAS,QUININDE,ROSA ZARATE (QUININDE),08D04,5,Alberto Buffonny,Unión y Progreso,AMBULATORIO,1,3236,2do. ORDEN,S/N,,CSR,1ER NIVEL,,,"0.28947,-79.31142",0.28947,-79.31142,68792168246,100320091285,CANTONAL,41.65,UNION Y PROGRESO LA 5Ta,,3284,,18,35,,CENTRO DEL PUEBLO
136-010804252,136-010804252,Item,10804252,ESMERALDAS,QUININDE,ROSA ZARATE (QUININDE),08D04,5,Alberto Buffonny,La Marujita,AMBULATORIO,1,2519,1er. ORDEN,,,CSR,1ER NIVEL,,,"0.22895,-79.41031",0.22895,-79.41031,67691414504,100253156644,CANTONAL,55.41,,,2559,,12,15,,"EN LA VÍA PRINCIPAL, AL   LADO DERECHO"
137-010804253,137-010804253,Item,10804253,ESMERALDAS,QUININDE,ROSA ZARATE (QUININDE),08D04,5,Alberto Buffonny,Cupa,AMBULATORIO,1,2283,1er. ORDEN,S/N,,CSR,1ER NIVEL,,,,,,66820035283,10041608141,CANTONAL,52.76,,,2319,,10,10,,EN EL CENTRO DEL PUEBLO
138-010804254,138-010804254,Item,10804254,ESMERALDAS,QUININDE,ROSA ZARATE (QUININDE),08D04,5,Alberto Buffonny,La Y de La Laguna,AMBULATORIO,1,2491,2do. ORDEN,,,CSR,1ER NIVEL,,,"0.38604,-79.63793",0.38604,-79.63793,65157524407,1004268116619,CANTONAL,65.7,,,2529,,25,60,,CENTRO DEL PUEBLO SOBRE LA LOMA
139-010804255,139-010804255,Item,10804255,ESMERALDAS,QUININDE,CUBE,08D04,5,Alberto Buffonny,Cube,AMBULATORIO,1,469,2do. ORDEN,S/N,,CSR,1ER NIVEL,,,"0.58158,-79.63808",0.58158,-79.63808,65155420836,1006430037196,CANTONAL,72.17,,,4762,,44,60,,EN EL CENTRO DEL PUEBLO
140-010804256,140-010804256,Item,10804256,ESMERALDAS,QUININDE,CUBE,08D04,5,Alberto Buffonny,Chucaple,AMBULATORIO,1,2757,1er. ORDEN,S/N,,CSR,1ER NIVEL,,,"0.56061,-79.55937",0.56061,-79.55937,66031543143,100619839921,CANTONAL,37.95,,,2799,,39,40,,A 100 MTS DE LA CARETERA
141-010804257,141-010804257,Item,10804257,ESMERALDAS,QUININDE,MALIMPIA,08D04,5,Alberto Buffonny,Malimpia,AMBULATORIO,1,3396,2do. ORDEN,S/N,,CSR,1ER NIVEL,,,"0.41741,-79.42648",0.41741,-79.42648,67511092397,1004615387548,CANTONAL,64.09,,,3446,,12,50,,CENTRO DEL PUEBLO
142-010804258,142-010804258,Item,10804258,ESMERALDAS,QUININDE,MALIMPIA,08D04,5,Alberto Buffonny,Buenos Aires,AMBULATORIO,1,3674,2do. ORDEN,,,CSR,1ER NIVEL,,,,,,,,CANTONAL,69.2,,,3730,,38,60,,CENTRO DEL PUEBLO
